_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
653bf6d7c150fabbd6cf9733,,159.79,97.46,159.79,77.95,799;0;0;0,time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1698428631000
653bf62bc150fabbd6cf8bf6,,18.6,91.18,18.6,35.89,93;0;0;0,time,60,-1,0,60.01,9,0,false,false,english_450k,mirror,normal,false,false,false,,1698428459000
653bf5e9c150fabbd6cf87f8,,18.8,89.62,18.8,24.36,94;0;0;0,time,60,-1,0,60.01,4,0,false,false,english_25k,mirror,normal,false,false,false,,1698428393000
653bf5a7c150fabbd6cf83d4,,15.8,90.8,15.8,14.08,79;0;0;0,time,60,-1,1,60.02,16,34.47,false,false,english_25k,mirror,normal,false,false,false,,1698428327000
653bf532c150fabbd6cf7c1e,,60.78,90.8,60.78,58.9,304;0;0;0,time,60,-1,0,60.02,0,0,false,false,english,gibberish,normal,false,false,false,,1698428210000
653bf4ecc150fabbd6cf77bf,,66.17,94.38,66.17,79.39,331;0;0;0,time,60,-1,0,60.03,0,0,false,false,english,binary,normal,false,false,false,,1698428140000
653bf4adc150fabbd6cf73a7,,62.98,94.67,62.98,78.03,315;0;0;0,time,60,-1,2,60.02,0,6.54,false,false,english,binary,normal,false,false,false,,1698428077000
653bf431c150fabbd6cf6bcf,,101.79,93.96,103.99,64.02,509;2;0;2,time,60,-1,0,60,0,0,false,false,english,wikipedia,normal,false,false,false,,1698427953000
653bf3d7c150fabbd6cf669a,,115.78,95.14,119.18,64.49,579;3;1;0,time,60,-1,5,60.01,0,11.07,false,false,english,poetry,normal,false,false,false,,1698427863000
653bf317c150fabbd6c7e2c2,,117.18,98.99,117.78,54.35,586;1;0;0,time,60,-1,2,60.01,2,29.69,false,false,english,choo_choo,normal,false,false,false,,1698427671000
653a91190587032233f1abf9,,160.75,99.14,161.95,85.42,804;2;0;0,time,60,-1,2,60.02,0,2.93,false,false,english,none,normal,false,false,false,,1698337049000
65394a5c05870322332f249b,,168.16,98.37,168.16,80.32,841;0;0;0,time,60,-1,5,60.02,0,7.73,false,false,english,none,normal,false,false,false,,1698253404000
65394a0e05870322332f1fa9,,156.75,97.56,158.15,75.93,784;5;0;1,time,60,-1,6,60.02,0,15.46,false,false,english,none,normal,false,false,false,,1698253326000
653949b305870322332b6046,,151.99,95.69,157.39,73.34,760;8;1;0,time,60,-1,70,60,0,142.59,false,false,english,none,normal,false,false,false,,1698253235000
653144ad397591e7652be490,,146.77,99.33,146.77,81.9,734;0;0;0,time,60,-1,19,60.01,0,46.96,false,false,english_10k,none,normal,false,false,false,,1697727661000
6531442d397591e765247874,true,116.18,97.51,116.98,77.42,581;2;0;0,time,60,-1,1,60.01,0,1.36,false,false,english_25k,none,normal,false,false,false,,1697727533000
653143e5397591e765247476,true,115.97,96.53,115.97,75.84,580;0;0;0,time,60,-1,8,60.01,0,22.65,false,false,english_25k,none,normal,false,false,false,,1697727461000
652f4e99397591e765f9077b,,199.71,100,199.71,68.97,58;0;0;0,words,10,-1,28,3.49,0,48.86,false,false,english,none,normal,false,false,false,,1697599129000
651d83da4cb4fabb7daa252d,true,97.39,97.63,98.39,69.18,487;0;0;16,custom,custom,-1,69,60.01,1,172.4,false,false,english_5k,none,normal,false,false,false,,1696433114000
651347ef57fd4d7aac0cd55f,,209.42,97.1,220.61,88.99,262;4;1;1,time,15,-1,31,15.01,0,66.09,false,false,english,none,normal,false,false,false,,1695762415000
6513460c57fd4d7aac058f7e,,161.41,98.56,167,87.04,202;3;0;0,time,15,-1,13,15.02,0,64.05,false,false,english_1k,none,normal,false,false,false,,1695761932000
6513459757fd4d7aac058b55,,101.48,100,101.48,82.82,127;0;0;0,time,15,-1,7,15.02,0,12.26,false,false,english_1k,none,normal,false,false,false,,1695761815000
6513457257fd4d7aac058a02,,105.45,100,105.45,87.41,132;0;0;0,time,15,-1,1,15.02,0,10.38,false,false,english_1k,none,normal,false,false,false,,1695761778000
6513455457fd4d7aac0588ba,,101.53,100,101.53,90.49,127;0;0;0,time,15,-1,0,15.01,0,0,false,false,english,none,normal,false,false,false,,1695761747000
6513454257fd4d7aac058827,,109.49,98.57,111.89,91.55,137;1;0;1,time,15,-1,7,15.02,0,32.57,false,false,english,none,normal,false,false,false,,1695761730000
6513152457fd4d7aaca1fe6c,,174.31,94,194.12,45.21,44;2;0;1,words,10,-1,1,3.03,0,0.53,false,false,english,none,normal,false,false,false,,1695749412000
6513151657fd4d7aaca1fd90,,208.83,97.93,216.28,68.03,140;2;0;0,words,25,-1,7,8.05,0,10.88,false,false,english,none,normal,false,false,false,,1695749398000
651314f257fd4d7aac9e614d,,196.16,97.64,207.6,77.19,120;1;1;0,words,25,-1,1,7.34,0,1.31,false,false,english,none,normal,false,false,false,,1695749362000
651314e057fd4d7aac9e605f,,174.68,97.48,185.6,93.58,112;2;0;0,words,25,-1,6,7.69,0,8.71,false,false,english,none,normal,false,false,false,,1695749344000
651314be57fd4d7aac9e5e9b,,148.64,100,148.64,81.43,116;0;0;0,words,25,-1,3,9.37,0,8.92,false,false,english,none,normal,false,false,false,,1695749310000
6513148c57fd4d7aac9e5bb7,,187.52,96.03,198.56,92.63,119;3;1;0,words,25,-1,0,7.62,0,0,false,false,english,none,normal,false,false,false,,1695749260000
6513147c57fd4d7aac9e5ae1,,172.66,98.23,180.66,86.62,216;3;0;0,time,15,-1,3,15.01,0,7.87,false,false,english,none,normal,false,false,false,,1695749244000
650498b8b3a5cd1526197ab4,,121.99,100,121.99,86.94,117;0;0;0,words,25,-1,2,11.51,0,1.72,false,false,english,none,normal,false,false,false,,1694800056000
650498a1b3a5cd1526197976,,166.2,98.46,166.2,71.02,128;0;0;0,words,25,-1,0,9.24,0,0,false,false,english,none,normal,false,false,false,,1694800033000
65049891b3a5cd15261978b7,,85.67,100,85.67,93.48,128;0;0;0,words,25,-1,1,17.93,0,1.87,false,false,english,none,normal,false,false,false,,1694800017000
6504987bb3a5cd15261977a9,,114.28,99.18,114.28,84.11,121;0;0;0,words,25,-1,1,12.71,0,5.91,false,false,english,none,normal,false,false,false,,1694799995000
65036c94b3a5cd1526aaf319,,118.59,99.17,118.59,78.55,593;0;0;0,time,60,-1,16,60.01,0,24.95,false,false,english_450k,none,normal,false,false,false,,1694723220000
65036c12b3a5cd1526aaee81,true,118.77,97.87,119.17,75.83,594;1;0;0,time,60,-1,46,60.02,0,118.22,false,false,english_450k,none,normal,false,false,false,,1694723090000
650204f5b3a5cd1526c86fc1,,105.38,96.37,105.38,68.85,527;0;0;0,time,60,-1,19,60.01,0,80.61,false,false,english_450k,none,normal,false,false,false,,1694631157000
6502044cb3a5cd1526c8687b,,106.58,96.24,106.58,71.47,533;0;0;0,time,60,-1,37,60.01,0,47.18,false,false,english_450k,none,normal,false,false,false,,1694630988000
65020335b3a5cd1526c4cd9a,,104.58,96.91,106.38,71.92,523;0;0;11,custom,custom,-1,9,60.01,1,10.92,false,false,english_450k,none,normal,false,false,false,,1694630709000
650202d5b3a5cd1526c13b95,,95.6,95.08,99.4,73.61,478;0;0;2,custom,custom,-1,5,60,0,6.71,false,false,english_450k,none,normal,false,false,false,,1694630613000
65020274b3a5cd1526c13717,,96.77,96.64,97.77,67.02,484;0;0;16,custom,custom,-1,100,60.02,1,222.82,false,false,english_450k,none,normal,false,false,false,,1694630516000
6501ff30b3a5cd1526b9f3f9,true,115.56,97.97,115.56,74.13,289;0;0;0,time,30,-1,19,30.01,0,76.36,false,false,english_450k,none,normal,false,false,false,,1694629680000
6501fe89b3a5cd1526b9ebd1,,93.16,95.1,93.16,53.59,233;0;0;0,time,30,-1,0,30.01,0,0,false,false,english_450k,none,normal,false,false,false,,1694629513000
